safegraph_id,horizontal_accuracy,longitude,latitude,id_type,utc,geo_hash,x,y
cf373c484b58a4bd773cb63295d6e7983cbdc5cc53ec4ccf652a429db3b6e356,16.0,-66.1012,18.363,idfa,1504264693,de2bryfs4,235102,258656
614dace837af1c78cf3276462bdb8f827eab9566a1671abb8ef1c272339c4069,5.0,-67.004,18.3671,idfa,1504265118,de227r9hj,139690,259172
d0d381057301579762c2f0b3b644b7a9fdf740dcf22f674d57ba6a7106ec5c92,32.0,-66.3803,18.0165,idfa,1504264824,de0y3rz3g,205616,220274
e83743f777afb40624a9425ecf2359beadc60d52c4539ee404edcd655f2da073,4.0,-66.0009,18.4319,aaid,1504264282,de30f57tk,245684,266304
1ef776ec5bd82e4b0ef15c06a11490aec67676021eb46e0f1f9e54d8ce193d91,48.0,-66.1755,18.4011,idfa,1504266612,de2bwju3z,227243,262861
89955f60a5e019b7e4b228cdb21ce1ebd56886c6f6c0252de223d56a4d3ea47b,10.0,-66.3135,18.3848,idfa,1504264430,de2bdfzgr,212663,261041
f20170f3c7b3bbb934c439f99bd766507f10caa6327bc85e45d509ebf04afa3c,8.0,-67.1545,18.3786,idfa,1504264704,de20xcex3,123790,260501
f39644b167d6ee98c4b5e96d4a74cba97b3870f6e8434b1e729ab9fa8f9e7597,6.0,-66.0698,18.4069,idfa,1504265295,de308wckn,238411,263522
a18a73fcac648818a8b7d817fc50490aea2618642a278fb56756ca01c2c25466,65.0,-66.0693,18.4128,idfa,1504266688,de308xcy6,238462,264175
7cf5e8305db2f280d5b8a9ad56a5c7db31e233b89ab78adb5cedd2a70f2e8443,65.0,-65.6514,18.3303,idfa,1504265703,de3260fjg,282654,255181
d19e603b0188db2d167f2871419e67e867059936d2337be0f441c57fa9ba795f,5.0,-65.9826,18.405,idfa,1504265875,de30dw8bv,247625,263332
7cc481b64eca54d08951ff736273bbf7f4adfe301f604560bb8918726eec93b1,6.068,-66.5824,18.0098,aaid,1504266785,de0wkys4w,184214,219538
e1bc68afc4d32dea76965cb4c0826b39987ff660bfc5b28640f1008134c9fee8,10.0,-66.1641,18.3851,idfa,1504265885,de2bw6uu8,228451,261091
360ff04f0c98ea9e38346b338a03e1e94da1f680d59570bd8a9ef9be5b82bf8d,20.0,-66.0476,18.25,idfa,1504264968,de1pc439g,240793,246160
14c4597b7e5ffad42b2b0ffb5f896175d5052fab7a6a5746bbaabe9552531fbb,50.0,-66.1436,18.3814,aaid,1504264055,de2bwf5xj,230617,260685
ff2b4a107fbd2edc8245329b162b941c825d58b7225b926308e418050e80ada6,10.0,-65.9891,18.2379,idfa,1504265230,de1pf2h5w,246983,244835
dc2c0ab22dc610039579a712df6f7c1846f7c5b3f8982153781e8628ec793cb2,19.721,-66.6199,17.9834,aaid,1504265725,de0wk1bbs,180240,216620
b37416e3783b6dc73ea827920cf06c7c0202ccd45af5930e33b629769af2929e,5.0,-66.1319,18.4415,idfa,1504265713,de2bzjhjx,231843,267339
bcb366849bebfd3a8d5adeb031232a62fc9612b55a34a8d7675ca2f3b8c2f05f,6.0,-66.1102,18.4664,idfa,1504266405,de2cp9sn2,234130,270099
6542ea47f6559c5ff112337e6ecd995229e89e68f08d8153a40c1a9212dd51d1,12.0,-66.3955,18.4467,idfa,1504264902,de2bcnhk1,203997,267889
4830f3241468c51133c1e71cc713d1dab0356c5fe51e65c146ca69bc76e709e2,5.0,-66.0757,18.3443,idfa,1504266044,de3027mpt,237801,256591
5461fd1ab0afac3426bf1c76fc33cb6b583ba05823c7836581088175f5677a2d,5.0,-66.5798,18.0151,idfa,1504264956,de0wkzw13,184490,220124
149dd0edd5092b9717c0833529c4fe05b795ab439c4a53b235cc3062b553c3ba,6.0,-66.098,18.4223,aaid,1504266244,de2bzcsvk,235428,265220
40926e1fd8868c6636297fd6db0931caff809928da7e700a335b7412a12a0dc9,6.0,-66.1139,17.9914,idfa,1504266686,de0yre1r6,233831,217524
be111fb18d48b5b9ee245bf1cec42d18158b38c9cacbbf70ef08108dccfb9be7,6.0,-66.4256,18.0295,idfa,1504265294,de0y86nm5,200819,221712
fbff03c54d74350bb2feb90a0e2ac27bae29fa1f545a8358ffe95159b98ba404,64.0,-66.1966,18.3638,idfa,1504265997,de2bmxj0u,225019,258729
ac6890f4b4b6abe4aeebdbdc4a46e7d9bf9d5647d9fe89dd798066b13b0304d1,4.551,-66.0703,18.4427,aaid,1504266501,de30bt3h7,238350,267484
eba19d9541d036d76309eea97332fdafe2ab01866ef06b2383320faf67a22bdb,30.0,-66.0554,18.2029,idfa,1504265172,de1p8cezq,239979,240945
4775677232f6b087beeaeaf5f3cbd2910e846990549a36bcbcf4758e7a5db08c,5.0,-67.1258,18.4977,idfa,1504266404,de230x2t0,126873,273672
160cb56c7bca0467e82e26519fc65dc331d91d627a17782936b35e9731f9462c,29.307,-66.0911,18.3939,aaid,1504265328,de308h9bj,236163,262078
dc6be35512b94fe09aba34de4193cc76eecb6197c0402ff00f033690f63840ed,12.0,-66.0227,18.4386,idfa,1504265821,de30cseu8,243379,267041
8bfb1893b3a75f4aaf379ae4930841b779934d34491ba9d916004bb0d1405be9,5.0,-65.9771,18.4093,idfa,1504265544,de30dxkcx,248205,263809
1403ee7b4a149448803cb9c0d43f5d999a85837d9ba167f97d7d3600404e2bc1,8.0,-66.8812,18.4754,aaid,1504264005,de23n56df,152697,271123
c28cae76a599b2774b8cd39558b0324a22053df47a4c68178788c8a58a5dde01,16.0,-67.1496,18.1618,idfa,1504266730,de0prfppy,124214,236503
26216d8232c97b97aaadbe71926eda0587276e9c5e24549e9eabf5c22dd4c4e2,8.0,-66.8622,18.4336,idfa,1504266890,de22ye8rw,154693,266492
058162d3b69de5ac26313c6560a714bf1f8a4a06238aa0e538925745a0ca8128,8.0,-66.1726,18.399,idfa,1504267003,de2bwjqtc,227550,262629
44a3005ec5e5f79a69d436b202c868407c7f422291ff054213daa545371d34eb,12.0,-66.1453,18.1157,idfa,1504266571,de0zncf7y,230484,231277
9bb141e42c4ffad203fad74143d0d597d1b779cdd7b2a74dbc2a12bd6c1867dd,65.0,-66.6059,18.0209,idfa,1504264851,de0ws2e57,181726,220769
e6cd3169c6062fb8d6b0e3b51aad7f2eab8a6b4f4fa5ec10c90809db383245f5,65.0,-66.5734,18.3613,idfa,1504266861,de28mnddr,185197,258442
62d94bafe9496dba64f310156a002a38a806cb02aa41b20f546558eb9043a351,23.554,-66.6421,18.4451,aaid,1504264149,de28gtbdn,177947,267724
64154aebf95b2f1ffbe631f46767d9d945ac53f22436534cf72699d422a729bd,4.551,-66.9254,18.4622,aaid,1504266499,de23j0fqn,148025,269674
2a72a549083d46f07fedb9d5bb7fed598ae4558e1397ecc941140f86213d0a1f,20.0,-66.0964,18.4098,aaid,1504265385,de2bxzqhf,235600,263837
90b4f8b0f69308b98feb3997459e6e051fac5de4391638e9a80882c54dee3817,6.0,-65.9711,18.4184,idfa,1504264933,de30fbcr4,248836,264818
7c9c2dbbc7ba9381a6a4a22e66cce0dda8e473f141ec12f0d34061d148077ec4,42.5,-66.0302,18.4064,aaid,1504265975,de309qy2c,242595,263475
f50b994a515835db0b99e0ed7a8877d886902d3f1caaa4b256ef1bc85a8617d1,5.0,-66.1007,18.3294,idfa,1504265389,de2brbfbq,235161,254937
1a221eb9495d0d7fae12fd35c78ddf6601455b2190e841d1f5f4dd88890f0857,5.0,-66.1879,18.4389,idfa,1504266340,de2bvueqn,225928,267043
476e7dba8b9165d7c48ff9bde93cb936b4a0ad5f192057ba4669765d65a6aad7,34.693,-66.0669,18.3829,aaid,1504263689,de308de83,238722,260866
e5be49ed5f12335381e5face5179458d5d8cc0c5031efe3148d293a72eb3af4c,5.0,-66.1235,18.4341,idfa,1504266870,de2bz7f6d,232732,266522
5219f9221e6977154933c3027a36449b8026e02ed33fe0796a06b563d18a37d7,4.0,-66.9566,18.0747,aaid,1504265685,de0qu67sv,144607,226794
8663dd065caf44544fcf713af63b39b5ff7d6bcf5262a37dceb8f62ebdd28db1,28.894,-66.0107,18.4033,aaid,1504267122,de309yhqz,244656,263136
913b1c0bccf036f422e8c9ec670104ff5056dc7bef4f282067fd603f2fb85443,10.0,-66.0582,18.3684,idfa,1504265442,de302zcgv,239645,259263
b6f515462b7bb51aa12bb3a1f1ae63dcae57870f9f9e0ec4f79a4e7787ad0c9d,28.1,-66.0788,18.3605,aaid,1504266196,de302q6vt,237470,258384
7f199371489793f004ab73f053bebf752102a01db712d1952691008867b6275a,8.0,-66.2103,18.3981,idfa,1504266123,de2btm70t,223567,262524
b4d40e22c2a784453635cb38ff6d41865bb897a4fc644c72766d17c7356eb95c,10.0,-66.0622,18.4075,idfa,1504266251,de308wyzx,239214,263590
6efc9d876aa8c11f5991a354cbebe738e6a9e0a3536c5fb752dead889ed59dee,5.0,-66.1629,18.4046,idfa,1504265164,de2bwqmwk,228574,263250
40a1dec1757e97d3b1ba6388087fa479f5c55ebb153f9d6520850d411053dfb9,12.0,-66.0772,18.3699,idfa,1504265462,de3082hh6,237637,259425
07b4c678c8cf2721d514d4621c2e171d8e5a73d9867f0315d06665b6c94dbf92,64.0,-65.8625,18.1793,idfa,1504265418,de1pmm2q5,260392,238386
48ccf0ec81a2b866c8ece70f564f028ab766454f551cd9cb6b745672d2c7bb48,35.905,-66.0747,18.3947,aaid,1504265241,de308ktv5,237896,262170
ddfb7084b5243f1da23083589ffa847c3b3d282e56d88e987f1904789d305e55,10.0,-66.07,18.4098,idfa,1504265807,de308x3m0,238389,263842
7997072ff939f8720a9a7a5deb975dd4e5394933ba64df45a42ede538b541f71,5.0,-66.027,18.2341,idfa,1504265163,de1p9x2t6,242975,244405
5d529fbdd4cb7bd2b85bc9a7e059a8f19f4917f2cafda8b9855ed08dd4a615e3,5.0,-65.9094,18.3102,idfa,1504267098,de30hjq22,255389,252859
0018cb6d8deb12f6b11a5cf5c85a5e3bae87510b99aae81ef5a19d574bfc6bb9,36.801,-66.1642,18.3583,aaid,1504263989,de2bqqh9p,228444,258125
734a72dcbd470913ccf631683e8d3ab6c69a8ae3fd2cd4f737e8d84ee0fb9f7c,5.0,-66.1651,18.4258,idfa,1504264312,de2by6k44,228338,265596
e582d70793d9e7dde1661734d7a8c3eebfa9abc931d3d32cbbbe390665abf1bb,6.0,-67.1426,18.1773,idfa,1504267164,de0r2jh4x,124961,238216
6605fa5d054716170bae76ad07cf2ef99fcb01de83a2e06875da2e7770dc0240,19.721,-66.0863,18.3956,aaid,1504263893,de308hv3v,236670,262267
7fe84fb8bdd1fb666bffc5fce553dde35f733d8584d35a7c0f1c30a3185ad3d8,7.585,-66.1494,18.369,aaid,1504267139,de2bqxzrr,230007,259312
95c628778c615e234d1d1882e7d9667dc95f9dd8d688a37bda3dcd8652ea88ee,16.0,-66.0429,18.256,idfa,1504265622,de1pc5mj1,241288,246825
a8a195f561964278436d8eb8579ed23ef1e80e777956668b8eaa60eba22e4c09,5.0,-66.803,18.3618,idfa,1504266738,de22ryesf,160931,258531
bf66f65c9f81b635b434b7be8aa14a0b71bdde7ab08de1ca93d6bb10590415f1,8.0,-67.1612,18.1096,idfa,1504266013,de0pp8y8j,122964,230730
dd198ac781c554c8678b4f1428edbc3fef46e34638c753bd49d502f7215cb6fd,16.0,-66.0908,18.4141,aaid,1504265821,de30b04n5,236190,264314
a5d742f494adc27235ff978daa4f6ba3fa8508273b96774fd2243fa56bfe691b,8.0,-66.2574,18.3407,aaid,1504265315,de2bk6bf4,218596,256165
40eb9d84964d32ddeff70dac46ca9c5083ea7766528daf4163487bd8b991f02d,20.0,-65.985,18.4084,aaid,1504265491,de30drphq,247370,263707
fd8de633ff3eb30d541b3bef9a507c8da88255cf4df41c9d1f04f50b0d991cd5,5.0,-66.0278,18.3594,idfa,1504265819,de303w0p0,242860,258273
11184f290417c1654a48f9c10cc37d1e869472f3115d34e6b0448dec8959ed3e,5.0,-65.9656,18.4169,idfa,1504266154,de30fbtq4,249417,264653
134f7f4135f1c4ace3acab0a2d3856306799cfbc939fcac98caa2389ae566c3a,18.0,-66.1191,18.4386,idfa,1504263918,de2bzkts8,233196,267021
a8c904c13a05fd519737ab39aa35c626759ca9538ea5dd41cc6314257c11dbbc,3.0,-65.9105,18.2144,aaid,1504264478,de1ps5v6q,255303,242256
f229a091c8eeaeb31e7d2d562774c59163ca8b1262c3f9fb6416b8d9febfe3ef,5.0,-65.4429,18.1436,idfa,1504266328,de1rnycyj,304806,234624
20244cdff067cbf12a5d69ab36ae5f2069923f7ea80ea219ff676ca326204262,16.0,-66.8037,18.0376,idfa,1504267046,de0qxgeh9,160785,222648
f5f764ec85b9aa43d8c6eff9f4a8d889570a11777fc005bc5bdb9bc958ad0736,5.0,-67.1725,18.0774,idfa,1504266141,de0nz6ykr,121753,227171
76fdcacc0952bb88cddb54cae96921a00dc78ebdfab8b12a0c677cc981a250c1,65.0,-67.132,18.5002,idfa,1504266157,de230rggq,126219,273951
014da2058ae494d966cada972ef6bdc53fe71aaead6ff46da8d3848f8ba5ab65,5.0,-65.9847,18.3841,idfa,1504266117,de30d6xrj,247408,261018
eb98d08f741b2e8f390630b57c60d9799e5fe8cd81cb3dbd6a2556eb64d7f61c,98.9719,-66.9179,18.0367,idfa,1504266581,de0qt5rz7,148693,222577
8c7543f8081ec87a0809b3bb3807eeb941c21af401a1249388b2435082d9620e,8.0,-66.1095,18.3584,aaid,1504265335,de2brwh90,234225,258145
3186420a409263d4de95fc63b73b1df7aeea17324d774d2c9dd14ec491db28e7,6.5,-66.3236,18.412,aaid,1504264565,de2bdzb9u,211594,264051
ae80a54b96de43ae847f0502cffdfa9b101afce14dc48413083dbc09d8dbc6bd,12.0,-65.9464,18.2468,idfa,1504265694,de1pg3er0,251496,245831
9cc504f7cc19f656bbe74d35f477ae54f296104abc4165b135e4f85ab00b53a8,37.0,-66.1137,17.9857,idfa,1504266416,de0yrd1qq,233854,216894
80dd748ae475ba970c2334f48a222d06a76131681c0a352e6f32a701a85b567f,27.408,-67.1499,18.2145,aaid,1504266271,de0pxgygm,124205,242336
b239cb913662c4cc520b937f0c277d69b416ad500675057c068f46cb74b711ed,66.0,-67.0287,18.4678,idfa,1504266607,de2349znv,137116,270326
f68d4270473488fe1b9b97cc4ab9538b1c0ead5a6d692b9c9b875170b06b2d6a,65.0,-66.813,17.9946,idfa,1504264687,de0qreu1z,159790,217891
5d051904a08f9b2b7f8ebd2dd44e30389bb12eb24de6fdddc1952f7035804d7c,65.0,-66.2033,18.3422,idfa,1504266188,de2bme04y,224314,256337
e1653236ab09198778f881df392a2157a849b819c90a61ae91f0c3ce69c37647,12.0,-66.0298,18.4097,idfa,1504265330,de309rqs1,242636,263840
76bae6219624bb0eddea65ad455a7192ac5826989a64f19eb54beb9494a8043b,8.0,-66.0066,18.4317,idfa,1504266973,de30cgrkq,245082,266281
aa7bbd173c3870acddc5f19b049590df126d9436eccabc0a7e0ef6575535bfcd,22.0,-66.0089,18.4282,idfa,1504265502,de30cftzb,244840,265893
b694df32e22db7c4f9d69f1edf5f0bc4fbd4a720320a9353e865b90e48411766,16.0,-66.6367,17.9965,aaid,1504266431,de0w7sht7,178462,218071
9884d269151cd295c844ef061d9e2ef8dddc7c5a8ffe6bacef5a6d0d631021a1,10.0,-66.1189,18.1377,idfa,1504266133,de0zpmvet,233274,233716
6ba7a45daa283458064bda6894332a3e46de1745f1a0596d195366d5a323c48f,20.599,-67.1481,18.1652,aaid,1504266840,de0r24bk0,124374,236879
3a81e432d5d123793cc732d6bf6aeeedcfbd0f0fb7fd52cc45c50b8a5bae989d,22.979,-66.1787,18.3899,aaid,1504264440,de2bw5f0g,226907,261620
1970935438bb14c2bd30235b29deaead8c8a38b53bb3bc9d70bbd1b28e3367b7,13.653,-66.5614,18.4401,aaid,1504266573,de28vkgmq,186471,267163
33a263745be58162c1920fb16b4fabb0bcf90c2d36d0b7315f3c32b1a087322d,20.0,-66.0797,18.3296,aaid,1504263845,de3022f1x,237381,254964
